V1	V2	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
ethionamide	R-RNO-1250347	Single	reactome2chem	NA	NA	0.01077591019113	D3ZC94 D4ACB2 G3V7D6 G3V7F0 G3V9Q0	Liver_ethionamide_High_24hr_Single	High	24 hr	NA	A5400
ethionamide	R-RNO-389357	Single	reactome2chem	NA	NA	0.0363586645764304	Q9WTQ6	Liver_ethionamide_High_3hr_Single	High	3 hr	NA	A5401
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_High_3hr_Single	High	3 hr	NA	A5402
ethionamide	R-RNO-199418	Repeat	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_High_4day_Repeat	High	4 day	NA	A5403
ethionamide	R-RNO-444473	Repeat	reactome2chem	NA	NA	0.0339626484340089	B4F7C7 P08592 Q68FP3	Liver_ethionamide_High_4day_Repeat	High	4 day	NA	A5404
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_High_6hr_Single	High	6 hr	NA	A5405
ethionamide	R-RNO-2161517	Single	reactome2chem	NA	NA	0.0263299842874666	Q9JK64	Liver_ethionamide_High_6hr_Single	High	6 hr	NA	A5406
ethionamide	R-RNO-1566977	Repeat	reactome2chem	NA	NA	0	P16573 Q64724	Liver_ethionamide_High_8day_Repeat	High	8 day	NA	A5407
ethionamide	R-RNO-561048	Repeat	reactome2chem	NA	NA	0	Q5RLM2 Q9R1U7	Liver_ethionamide_High_8day_Repeat	High	8 day	NA	A5408
ethionamide	R-RNO-163765	Repeat	reactome2chem	NA	NA	0	G3V888 G3V9G4 P12785 P12928	Liver_ethionamide_High_8day_Repeat	High	8 day	NA	A5409
ethionamide	R-RNO-199418	Repeat	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_High_8day_Repeat	High	8 day	NA	A5410
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_High_9hr_Single	High	9 hr	NA	A5411
ethionamide	R-RNO-1306955	Single	reactome2chem	NA	NA	0.0103983854907478	D3ZC94 D4ACB2 G3V7D6 G3V7F0 G3V9Q0	Liver_ethionamide_High_9hr_Single	High	9 hr	NA	A5412
ethionamide	R-RNO-1566948	Repeat	reactome2chem	NA	NA	0.00472630478160311	P16636	Liver_ethionamide_Low_29day_Repeat	Low	29 day	NA	A5413
ethionamide	R-RNO-2243919	Repeat	reactome2chem	NA	NA	0.00287823802030649	P16636	Liver_ethionamide_Low_29day_Repeat	Low	29 day	NA	A5414
ethionamide	R-RNO-210747	Single	reactome2chem	NA	NA	0.0164649068528368	D3ZM89	Liver_ethionamide_Low_3hr_Single	Low	3 hr	NA	A5415
ethionamide	R-RNO-450341	Single	reactome2chem	NA	NA	0.0242065457407127	P17325	Liver_ethionamide_Low_3hr_Single	Low	3 hr	NA	A5416
ethionamide	R-RNO-389357	Single	reactome2chem	NA	NA	0.0242065457407127	Q9WTQ6	Liver_ethionamide_Low_3hr_Single	Low	3 hr	NA	A5417
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Low_3hr_Single	Low	3 hr	NA	A5418
ethionamide	R-RNO-199220	Single	reactome2chem	NA	NA	0.0464075896289092	P12785	Liver_ethionamide_Low_3hr_Single	Low	3 hr	NA	A5419
ethionamide	R-RNO-1170546	Repeat	reactome2chem	NA	NA	0.00674694014231767	P05710	Liver_ethionamide_Low_4day_Repeat	Low	4 day	NA	A5420
ethionamide	R-RNO-202424	Repeat	reactome2chem	NA	NA	0.0475512847708683	Q6AYB1 Q6MGA0 Q9TQA6	Liver_ethionamide_Low_4day_Repeat	Low	4 day	NA	A5421
ethionamide	R-RNO-202430	Repeat	reactome2chem	NA	NA	0.00083075498120014	Q6AYB1 Q6MGA0 Q9TQA6	Liver_ethionamide_Low_4day_Repeat	Low	4 day	NA	A5422
ethionamide	R-RNO-389948	Repeat	reactome2chem	NA	NA	0.00395222536082893	Q6AYB1 Q6MGA0 Q9TQA6	Liver_ethionamide_Low_4day_Repeat	Low	4 day	NA	A5423
ethionamide	R-RNO-202427	Repeat	reactome2chem	NA	NA	0.00202583057915691	Q6AYB1 Q6MGA0 Q9TQA6	Liver_ethionamide_Low_4day_Repeat	Low	4 day	NA	A5424
ethionamide	R-RNO-202433	Repeat	reactome2chem	NA	NA	0.010531071837883	Q6AYB1 Q6MGA0 Q9TQA6	Liver_ethionamide_Low_4day_Repeat	Low	4 day	NA	A5425
ethionamide	R-RNO-450341	Single	reactome2chem	NA	NA	0.00977799555751031	P17325	Liver_ethionamide_Low_6hr_Single	Low	6 hr	NA	A5426
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Low_6hr_Single	Low	6 hr	NA	A5427
ethionamide	R-RNO-2161517	Single	reactome2chem	NA	NA	0.0281902427399871	Q9JK64	Liver_ethionamide_Low_6hr_Single	Low	6 hr	NA	A5428
ethionamide	R-RNO-156584	Single	reactome2chem	NA	NA	0.0281902427399871	F1LZL1	Liver_ethionamide_Low_6hr_Single	Low	6 hr	NA	A5429
ethionamide	R-RNO-389357	Single	reactome2chem	NA	NA	0.00977799555751031	Q9WTQ6	Liver_ethionamide_Low_6hr_Single	Low	6 hr	NA	A5430
ethionamide	R-RNO-912631	Repeat	reactome2chem	NA	NA	0.00363873460957954	M0RC47 Q63787	Liver_ethionamide_Low_8day_Repeat	Low	8 day	NA	A5431
ethionamide	R-RNO-3371571	Repeat	reactome2chem	NA	NA	0.00275030109148815	Q07439	Liver_ethionamide_Low_8day_Repeat	Low	8 day	NA	A5432
ethionamide	R-RNO-3371453	Repeat	reactome2chem	NA	NA	0.0367800447814966	Q07439	Liver_ethionamide_Low_8day_Repeat	Low	8 day	NA	A5433
ethionamide	R-RNO-3371568	Repeat	reactome2chem	NA	NA	0.00197981271007169	Q07439	Liver_ethionamide_Low_8day_Repeat	Low	8 day	NA	A5434
ethionamide	R-RNO-1306955	Single	reactome2chem	NA	NA	0.00333601605842568	D3ZC94 D4ACB2 G3V7D6 G3V7F0 G3V9Q0	Liver_ethionamide_Low_9hr_Single	Low	9 hr	NA	A5435
ethionamide	R-RNO-1236394	Single	reactome2chem	NA	NA	0.0174921368326662	D3ZC94 D4ACB2 G3V7D6 G3V7F0 G3V9Q0	Liver_ethionamide_Low_9hr_Single	Low	9 hr	NA	A5436
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Low_9hr_Single	Low	9 hr	NA	A5437
ethionamide	R-RNO-2243919	Repeat	reactome2chem	NA	NA	0.0441056900650566	P16636	Liver_ethionamide_Middle_15day_Repeat	Middle	15 day	NA	A5438
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Middle_24hr_Single	Middle	24 hr	NA	A5439
ethionamide	R-RNO-2243919	Repeat	reactome2chem	NA	NA	0.0164362706801474	P16636	Liver_ethionamide_Middle_29day_Repeat	Middle	29 day	NA	A5440
ethionamide	R-RNO-1566948	Repeat	reactome2chem	NA	NA	0.0264118527241335	P16636	Liver_ethionamide_Middle_29day_Repeat	Middle	29 day	NA	A5441
ethionamide	R-RNO-69563	Single	reactome2chem	NA	NA	0.0361398281991293	Q64315	Liver_ethionamide_Middle_3hr_Single	Middle	3 hr	NA	A5442
ethionamide	R-RNO-210747	Single	reactome2chem	NA	NA	0.0361398281991293	D3ZM89	Liver_ethionamide_Middle_3hr_Single	Middle	3 hr	NA	A5443
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Middle_3hr_Single	Middle	3 hr	NA	A5444
ethionamide	R-RNO-2161517	Single	reactome2chem	NA	NA	0.00796023043651963	Q9JK64	Liver_ethionamide_Middle_6hr_Single	Middle	6 hr	NA	A5445
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Middle_6hr_Single	Middle	6 hr	NA	A5446
ethionamide	R-RNO-199418	Single	reactome2chem	NA	NA	0	Q9WTQ6	Liver_ethionamide_Middle_9hr_Single	Middle	9 hr	NA	A5447
ethionine	R-RNO-191273	Repeat	reactome2chem	NA	NA	0.0154769189936177	O35532 O35760 P17425 P52020 Q02769 Q62904 Q64654	Liver_ethionine_High_15day_Repeat	High	15 day	NA	A5448
ethionine	R-RNO-5625886	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_15day_Repeat	High	15 day	NA	A5449
ethionine	R-RNO-73728	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_15day_Repeat	High	15 day	NA	A5450
ethionine	R-RNO-5334118	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_15day_Repeat	High	15 day	NA	A5451
ethionine	R-RNO-427359	Repeat	reactome2chem	NA	NA	0.013916309290416	D3ZJ08 P62804	Liver_ethionine_High_15day_Repeat	High	15 day	NA	A5452
ethionine	R-RNO-427359	Single	reactome2chem	NA	NA	0.00153025204441403	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5453
ethionine	R-RNO-3214842	Single	reactome2chem	NA	NA	0.00819555642946627	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5454
ethionine	R-RNO-73728	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5455
ethionine	R-RNO-5625886	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5456
ethionine	R-RNO-212300	Single	reactome2chem	NA	NA	0.0256147191327014	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5457
ethionine	R-RNO-5334118	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5458
ethionine	R-RNO-399719	Single	reactome2chem	NA	NA	0	D3ZVH5	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5459
ethionine	R-RNO-3214842	Repeat	reactome2chem	NA	NA	0.0313233220133559	D3ZJ08 P62804	Liver_ethionine_High_4day_Repeat	High	4 day	NA	A5460
ethionine	R-RNO-5625886	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_4day_Repeat	High	4 day	NA	A5461
ethionine	R-RNO-5334118	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_4day_Repeat	High	4 day	NA	A5462
ethionine	R-RNO-427359	Repeat	reactome2chem	NA	NA	0.00608607319628846	D3ZJ08 P62804	Liver_ethionine_High_4day_Repeat	High	4 day	NA	A5463
ethionine	R-RNO-73728	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_4day_Repeat	High	4 day	NA	A5464
ethionine	R-RNO-73728	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5465
ethionine	R-RNO-1237044	Repeat	reactome2chem	NA	NA	0	B0BNN3 P01946 P02091 P11517 P27139 Q63910	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5466
ethionine	R-RNO-2168880	Repeat	reactome2chem	NA	NA	0.0128254835337125	P01946 P02091 P11517 Q63910	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5467
ethionine	R-RNO-5334118	Repeat	reactome2chem	NA	NA	0.0194269899237706	D3ZJ08 P62804	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5468
ethionine	R-RNO-191273	Repeat	reactome2chem	NA	NA	0.00153154798402548	O35532 O35760 P17425 P52020 Q02769 Q62904 Q64654	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5469
ethionine	R-RNO-1247673	Repeat	reactome2chem	NA	NA	0	B0BNN3 P01946 P02091 P11517 P27139 Q63910	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5470
ethionine	R-RNO-5625886	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_High_8day_Repeat	High	8 day	NA	A5471
ethionine	R-RNO-156584	Repeat	reactome2chem	NA	NA	0.017635350076354	F1LZL1	Liver_ethionine_Low_29day_Repeat	Low	29 day	NA	A5472
ethionine	R-RNO-210747	Single	reactome2chem	NA	NA	0.00167015803254581	D3ZM89	Liver_ethionine_Low_6hr_Single	Low	6 hr	NA	A5473
ethionine	R-RNO-210745	Single	reactome2chem	NA	NA	0.0305810968329743	D3ZM89	Liver_ethionine_Low_6hr_Single	Low	6 hr	NA	A5474
ethionine	R-RNO-1475029	Repeat	reactome2chem	NA	NA	0.00589179954945433	B0BNN3 P27139 P43165	Liver_ethionine_Middle_15day_Repeat	Middle	15 day	NA	A5475
ethionine	R-RNO-210455	Repeat	reactome2chem	NA	NA	0	P09606	Liver_ethionine_Middle_29day_Repeat	Middle	29 day	NA	A5476
ethionine	R-RNO-1475029	Repeat	reactome2chem	NA	NA	0.000434348985875674	B0BNN3 P14141 P27139 P43165	Liver_ethionine_Middle_29day_Repeat	Middle	29 day	NA	A5477
ethionine	R-RNO-427359	Repeat	reactome2chem	NA	NA	0.0484945806459628	D3ZJ08 P62804	Liver_ethionine_Middle_4day_Repeat	Middle	4 day	NA	A5478
ethionine	R-RNO-73728	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_Middle_4day_Repeat	Middle	4 day	NA	A5479
ethionine	R-RNO-5334118	Repeat	reactome2chem	NA	NA	0.0106519728350347	D3ZJ08 P62804	Liver_ethionine_Middle_4day_Repeat	Middle	4 day	NA	A5480
ethionine	R-RNO-5625886	Repeat	reactome2chem	NA	NA	0	D3ZJ08 P62804	Liver_ethionine_Middle_4day_Repeat	Middle	4 day	NA	A5481
ethionine	R-RNO-70153	Single	reactome2chem	NA	NA	0.017244544804153	P43428	Liver_ethionine_Middle_6hr_Single	Middle	6 hr	NA	A5482
ethionine	R-RNO-5625886	Repeat	reactome2chem	NA	NA	0.0220239961826304	D3ZJ08 P62804	Liver_ethionine_Middle_8day_Repeat	Middle	8 day	NA	A5483
ethionine	R-RNO-73728	Repeat	reactome2chem	NA	NA	0.0220239961826304	D3ZJ08 P62804	Liver_ethionine_Middle_8day_Repeat	Middle	8 day	NA	A5484
etoposide	R-RNO-1566977	Single	reactome2chem	NA	NA	0.000115591851792988	P16573 Q64724	Liver_etoposide_High_3hr_Single	High	3 hr	NA	A5485
etoposide	R-RNO-265473	Single	reactome2chem	NA	NA	0.00543646817675347	P58428 Q99PE7	Liver_etoposide_High_3hr_Single	High	3 hr	NA	A5486
etoposide	R-RNO-2168880	Repeat	reactome2chem	NA	NA	0.00050579215380321	P11517	Liver_etoposide_High_4day_Repeat	High	4 day	NA	A5487
etoposide	R-RNO-1237044	Repeat	reactome2chem	NA	NA	0.000332406381440184	P11517	Liver_etoposide_High_4day_Repeat	High	4 day	NA	A5488
etoposide	R-RNO-1247673	Repeat	reactome2chem	NA	NA	0.000332406381440184	P11517	Liver_etoposide_High_4day_Repeat	High	4 day	NA	A5489
etoposide	R-RNO-983231	Repeat	reactome2chem	NA	NA	0.00289960761772907	P11517	Liver_etoposide_High_4day_Repeat	High	4 day	NA	A5490
etoposide	R-RNO-1566977	Single	reactome2chem	NA	NA	0.000133063319074297	P16573 Q64724	Liver_etoposide_Low_3hr_Single	Low	3 hr	NA	A5491
etoposide	R-RNO-210747	Single	reactome2chem	NA	NA	0.0017065329211384	D3ZM89	Liver_etoposide_Low_6hr_Single	Low	6 hr	NA	A5492
etoposide	R-RNO-210745	Single	reactome2chem	NA	NA	0.0312004544751756	D3ZM89	Liver_etoposide_Low_6hr_Single	Low	6 hr	NA	A5493
etoposide	R-RNO-977068	Single	reactome2chem	NA	NA	0.0214338968406189	F2Z3S3 G3V680	Liver_etoposide_Middle_3hr_Single	Middle	3 hr	NA	A5494
etoposide	R-RNO-975577	Single	reactome2chem	NA	NA	0.0155052597429267	F2Z3S3 G3V680	Liver_etoposide_Middle_3hr_Single	Middle	3 hr	NA	A5495
famotidine	R-RNO-1170546	Repeat	reactome2chem	NA	NA	0.00863788617873821	P05710	Liver_famotidine_High_15day_Repeat	High	15 day	NA	A5496
famotidine	R-RNO-561048	Repeat	reactome2chem	NA	NA	0.00451336056022726	Q9R1U7	Liver_famotidine_High_15day_Repeat	High	15 day	NA	A5497
famotidine	R-RNO-1170546	Repeat	reactome2chem	NA	NA	0.00193078439151291	P05710	Liver_famotidine_High_29day_Repeat	High	29 day	NA	A5498
famotidine	R-RNO-1170546	Repeat	reactome2chem	NA	NA	0.0345539988447162	P05710	Liver_famotidine_High_8day_Repeat	High	8 day	NA	A5499
famotidine	R-RNO-202424	Single	reactome2chem	NA	NA	0.00431710843831827	Q6AYB1 Q6MG98 Q6MGA0	Liver_famotidine_Low_24hr_Single	Low	24 hr	NA	A5500
famotidine	R-RNO-389948	Single	reactome2chem	NA	NA	0.000325044987162782	Q6AYB1 Q6MG98 Q6MGA0	Liver_famotidine_Low_24hr_Single	Low	24 hr	NA	A5501
famotidine	R-RNO-2132295	Single	reactome2chem	NA	NA	0.011892361065141	P10247 Q6AYB1 Q6MG98 Q6MGA0	Liver_famotidine_Low_24hr_Single	Low	24 hr	NA	A5502
famotidine	R-RNO-202427	Single	reactome2chem	NA	NA	0.000164251869705312	Q6AYB1 Q6MG98 Q6MGA0	Liver_famotidine_Low_24hr_Single	Low	24 hr	NA	A5503
famotidine	R-RNO-202433	Single	reactome2chem	NA	NA	0.000891081779637267	Q6AYB1 Q6MG98 Q6MGA0	Liver_famotidine_Low_24hr_Single	Low	24 hr	NA	A5504
famotidine	R-RNO-202430	Single	reactome2chem	NA	NA	6.64003543777235e-05	Q6AYB1 Q6MG98 Q6MGA0	Liver_famotidine_Low_24hr_Single	Low	24 hr	NA	A5505
famotidine	R-RNO-210747	Single	reactome2chem	NA	NA	0.00480927578632128	D3ZM89	Liver_famotidine_Low_6hr_Single	Low	6 hr	NA	A5506
famotidine	R-RNO-1170546	Single	reactome2chem	NA	NA	0.00943711973617695	P05710	Liver_famotidine_Low_6hr_Single	Low	6 hr	NA	A5507
famotidine	R-RNO-2243919	Repeat	reactome2chem	NA	NA	0.00812795414738273	P16636	Liver_famotidine_Low_8day_Repeat	Low	8 day	NA	A5508
famotidine	R-RNO-1566948	Repeat	reactome2chem	NA	NA	0.0132080279829549	P16636	Liver_famotidine_Low_8day_Repeat	Low	8 day	NA	A5509
famotidine	R-RNO-416476	Repeat	reactome2chem	NA	NA	0.0436822885999084	M0RC47 P26684	Liver_famotidine_Middle_29day_Repeat	Middle	29 day	NA	A5510
famotidine	R-RNO-912631	Repeat	reactome2chem	NA	NA	0.0360074109009077	M0RC47 Q63787	Liver_famotidine_Middle_29day_Repeat	Middle	29 day	NA	A5511
famotidine	R-RNO-1170546	Single	reactome2chem	NA	NA	0.0027838331956693	P05710	Liver_famotidine_Middle_6hr_Single	Middle	6 hr	NA	A5512
famotidine	R-RNO-1170546	Repeat	reactome2chem	NA	NA	0.0237842962063733	P05710	Liver_famotidine_Middle_8day_Repeat	Middle	8 day	NA	A5513
famotidine	R-RNO-265473	Repeat	reactome2chem	NA	NA	0.011363673056295	P58428 Q99PE7	Liver_famotidine_Middle_8day_Repeat	Middle	8 day	NA	A5514
fenofibrate	R-RNO-1482883	Repeat	reactome2chem	NA	NA	0	P0C548 Q5FVP8 Q8R431	Liver_fenofibrate_High_15day_Repeat	High	15 day	NA	A5515
fenofibrate	R-RNO-389887	Repeat	reactome2chem	NA	NA	0.0126360980532873	F1LNW3 F7F557 G3V8F9 Q5BK88 Q6AZ44 Q6GMN6 Q704S8	Liver_fenofibrate_High_15day_Repeat	High	15 day	NA	A5516
fenofibrate	R-RNO-168188	Repeat	reactome2chem	NA	NA	0	Q63691 Q6IMX5	Liver_fenofibrate_High_15day_Repeat	High	15 day	NA	A5517
fenofibrate	R-RNO-176417	Single	reactome2chem	NA	NA	0	P30277 P39951 Q62623 Q62673	Liver_fenofibrate_High_24hr_Single	High	24 hr	NA	A5518
fenofibrate	R-RNO-1482883	Single	reactome2chem	NA	NA	0	P0C548 Q8R431	Liver_fenofibrate_High_24hr_Single	High	24 hr	NA	A5519
fenofibrate	R-RNO-168188	Single	reactome2chem	NA	NA	0	Q63691 Q6IMX5	Liver_fenofibrate_High_24hr_Single	High	24 hr	NA	A5520
fenofibrate	R-RNO-1482883	Repeat	reactome2chem	NA	NA	0	P0C548 Q5FVP8 Q8R431	Liver_fenofibrate_High_29day_Repeat	High	29 day	NA	A5521
fenofibrate	R-RNO-389887	Repeat	reactome2chem	NA	NA	0.0153999267684479	F7F557 G3V8F9 P97852 Q5BK88 Q6AZ44 Q6GMN6 Q704S8	Liver_fenofibrate_High_29day_Repeat	High	29 day	NA	A5522
fenofibrate	R-RNO-389887	Repeat	reactome2chem	NA	NA	0.0176713715033887	F1LNW3 F7F557 P97852 Q6AZ44 Q6GMN6 Q704S8	Liver_fenofibrate_High_4day_Repeat	High	4 day	NA	A5523
fenofibrate	R-RNO-1482883	Repeat	reactome2chem	NA	NA	0	P0C548 Q5FVP8 Q8R431	Liver_fenofibrate_High_4day_Repeat	High	4 day	NA	A5524
fenofibrate	R-RNO-1482883	Repeat	reactome2chem	NA	NA	0	P0C548 Q8R431	Liver_fenofibrate_High_8day_Repeat	High	8 day	NA	A5525
fenofibrate	R-RNO-168188	Repeat	reactome2chem	NA	NA	0	Q63691 Q6IMX5	Liver_fenofibrate_High_8day_Repeat	High	8 day	NA	A5526
fenofibrate	R-RNO-389887	Repeat	reactome2chem	NA	NA	0.00443322831792352	F7F557 G3V8F9 P97852 Q5BK88 Q6AZ44 Q6GMN6 Q704S8	Liver_fenofibrate_High_8day_Repeat	High	8 day	NA	A5527
fenofibrate	R-RNO-211935	Repeat	reactome2chem	NA	NA	0.0152155751317835	P08516 P15129 Q5BKA2	Liver_fenofibrate_Low_15day_Repeat	Low	15 day	NA	A5528
fenofibrate	R-RNO-1236973	Repeat	reactome2chem	NA	NA	0.0100897962032707	Q6IMX5	Liver_fenofibrate_Low_15day_Repeat	Low	15 day	NA	A5529
fenofibrate	R-RNO-168188	Repeat	reactome2chem	NA	NA	0.0100897962032707	Q6IMX5	Liver_fenofibrate_Low_15day_Repeat	Low	15 day	NA	A5530
fenofibrate	R-RNO-77288	Repeat	reactome2chem	NA	NA	0.0292563277928218	G3V734 Q68G41	Liver_fenofibrate_Low_15day_Repeat	Low	15 day	NA	A5531
fenofibrate	R-RNO-211935	Repeat	reactome2chem	NA	NA	0.0457819887404448	P08516 P15129 P24464 Q5BKA2	Liver_fenofibrate_Low_29day_Repeat	Low	29 day	NA	A5532
fenofibrate	R-RNO-211935	Single	reactome2chem	NA	NA	0.0218086092873289	P08516 P15129	Liver_fenofibrate_Low_3hr_Single	Low	3 hr	NA	A5533
fenofibrate	R-RNO-210747	Repeat	reactome2chem	NA	NA	0.00871768646337596	D3ZM89	Liver_fenofibrate_Low_4day_Repeat	Low	4 day	NA	A5534
fenofibrate	R-RNO-77288	Repeat	reactome2chem	NA	NA	0.0250023221156827	G3V734 Q68G41	Liver_fenofibrate_Low_4day_Repeat	Low	4 day	NA	A5535
fenofibrate	R-RNO-211935	Single	reactome2chem	NA	NA	0.00392208812893793	P08516 P15129	Liver_fenofibrate_Low_6hr_Single	Low	6 hr	NA	A5536
fenofibrate	R-RNO-77108	Repeat	reactome2chem	NA	NA	0.00889477571771044	P17764	Liver_fenofibrate_Low_8day_Repeat	Low	8 day	NA	A5537
fenofibrate	R-RNO-77288	Repeat	reactome2chem	NA	NA	0.0258458300939452	G3V734 Q68G41	Liver_fenofibrate_Low_8day_Repeat	Low	8 day	NA	A5538
fenofibrate	R-RNO-389887	Single	reactome2chem	NA	NA	0.0333124655755135	Q6GMN6 Q704S8	Liver_fenofibrate_Low_9hr_Single	Low	9 hr	NA	A5539
fenofibrate	R-RNO-1482883	Repeat	reactome2chem	NA	NA	0	P0C548 Q8R431	Liver_fenofibrate_Middle_15day_Repeat	Middle	15 day	NA	A5540
fenofibrate	R-RNO-168188	Repeat	reactome2chem	NA	NA	0	Q63691 Q6IMX5	Liver_fenofibrate_Middle_15day_Repeat	Middle	15 day	NA	A5541
fenofibrate	R-RNO-389887	Repeat	reactome2chem	NA	NA	0.023808889601852	F7F557 G3V8F9 Q5BK88 Q6AZ44 Q6GMN6 Q704S8	Liver_fenofibrate_Middle_15day_Repeat	Middle	15 day	NA	A5542
fenofibrate	R-RNO-210745	Single	reactome2chem	NA	NA	0.0427039687871792	D3ZM89 P12928 Q68FZ1	Liver_fenofibrate_Middle_24hr_Single	Middle	24 hr	NA	A5543
fenofibrate	R-RNO-1482883	Repeat	reactome2chem	NA	NA	0	P0C548 Q8R431	Liver_fenofibrate_Middle_29day_Repeat	Middle	29 day	NA	A5544
fenofibrate	R-RNO-211935	Single	reactome2chem	NA	NA	0.0218270020089031	P08516 P15129	Liver_fenofibrate_Middle_3hr_Single	Middle	3 hr	NA	A5545
fenofibrate	R-RNO-390247	Repeat	reactome2chem	NA	NA	0.0395719017167233	F7F557 P07872 P97852 Q6AZ44 Q704S8	Liver_fenofibrate_Middle_4day_Repeat	Middle	4 day	NA	A5546
fenofibrate	R-RNO-389887	Repeat	reactome2chem	NA	NA	3.92097293971592e-05	F7F557 G3V8F9 P97852 Q5BK88 Q6AZ44 Q6GMN6 Q704S8	Liver_fenofibrate_Middle_4day_Repeat	Middle	4 day	NA	A5547
fenofibrate	R-RNO-1482883	Single	reactome2chem	NA	NA	0.0134045886325655	P0C548 Q8R431	Liver_fenofibrate_Middle_9hr_Single	Middle	9 hr	NA	A5548
fluoxetine_hydrochloride	R-RNO-210745	Single	reactome2chem	NA	NA	0.0314582713948169	D3ZM89	Liver_fluoxetine_hydrochloride_High_24hr_Single	High	24 hr	NA	A5549
fluoxetine_hydrochloride	R-RNO-210747	Single	reactome2chem	NA	NA	0.0017216992200533	D3ZM89	Liver_fluoxetine_hydrochloride_High_24hr_Single	High	24 hr	NA	A5550
fluoxetine_hydrochloride	R-RNO-168188	Repeat	reactome2chem	NA	NA	0.0245408496657156	Q6IMX5	Liver_fluoxetine_hydrochloride_High_29day_Repeat	High	29 day	NA	A5551
fluoxetine_hydrochloride	R-RNO-1236973	Repeat	reactome2chem	NA	NA	0.0245408496657156	Q6IMX5	Liver_fluoxetine_hydrochloride_High_29day_Repeat	High	29 day	NA	A5552
fluoxetine_hydrochloride	R-RNO-210747	Repeat	reactome2chem	NA	NA	0.00792787919881792	D3ZM89	Liver_fluoxetine_hydrochloride_High_4day_Repeat	High	4 day	NA	A5553
fluoxetine_hydrochloride	R-RNO-75105	Single	reactome2chem	NA	NA	7.89518101407165e-05	G3V888 G3V9G4 P12785	Liver_fluoxetine_hydrochloride_High_9hr_Single	High	9 hr	NA	A5554
fluoxetine_hydrochloride	R-RNO-163765	Single	reactome2chem	NA	NA	0.00037215077512103	G3V888 G3V9G4 P12785	Liver_fluoxetine_hydrochloride_High_9hr_Single	High	9 hr	NA	A5555
fluoxetine_hydrochloride	R-RNO-199220	Single	reactome2chem	NA	NA	0.0439833321892593	P12785	Liver_fluoxetine_hydrochloride_High_9hr_Single	High	9 hr	NA	A5556
fluoxetine_hydrochloride	R-RNO-70153	Single	reactome2chem	NA	NA	0.0186992468580475	P17712 P43428	Liver_fluoxetine_hydrochloride_High_9hr_Single	High	9 hr	NA	A5557
