NAME	BARCODE	TEST_TYPE	SINGLE_REPEAT_TYPE	ADMINISTRATION_ROUTE_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_LEVEL	CATEGORY	VALUE
3807	CIPROFLOXACIN	3017091016	in vivo	Single	Gavage	24 hr	100	Low	MECHANISM	Inhibit bacterial DNA synthesis
3808	CIPROFLOXACIN	3017110004	in vivo	Repeat	Gavage	8 day	1000	High	MECHANISM	Inhibit bacterial DNA synthesis
3809	CIPROFLOXACIN	3017110003	in vivo	Repeat	Gavage	8 day	1000	High	MECHANISM	Inhibit bacterial DNA synthesis
3810	CIPROFLOXACIN	3017110005	in vivo	Repeat	Gavage	8 day	1000	High	MECHANISM	Inhibit bacterial DNA synthesis
3811	CIPROFLOXACIN	3017091027	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Inhibit bacterial DNA synthesis
3812	CIPROFLOXACIN	3017091012	in vivo	Single	Gavage	9 hr	1000	High	MECHANISM	Inhibit bacterial DNA synthesis
3813	CIPROFLOXACIN	3017091004	in vivo	Single	Gavage	9 hr	100	Low	MECHANISM	Inhibit bacterial DNA synthesis
3814	CIPROFLOXACIN	3017091026	in vivo	Single	Gavage	6 hr	100	Low	MECHANISM	Inhibit bacterial DNA synthesis
3815	CISPLATIN	3017471028	in vivo	Repeat	intravenous injection	15 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3816	CISPLATIN	3017470024	in vivo	Single	intravenous injection	6 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3817	CISPLATIN	3017471027	in vivo	Repeat	intravenous injection	15 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3818	CISPLATIN	3017473003	in vivo	Repeat	intravenous injection	8 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3819	CISPLATIN	3017472013	in vivo	Repeat	intravenous injection	29 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3820	CISPLATIN	3017473002	in vivo	Repeat	intravenous injection	8 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3821	CISPLATIN	3017472024	in vivo	Repeat	intravenous injection	4 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3822	CISPLATIN	3017472010	in vivo	Repeat	intravenous injection	29 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3823	CISPLATIN	3017471023	in vivo	Single	intravenous injection	24 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3824	CISPLATIN	3017471009	in vivo	Single	intravenous injection	9 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3825	CISPLATIN	3017472007	in vivo	Repeat	intravenous injection	15 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3826	CISPLATIN	3017471026	in vivo	Repeat	intravenous injection	15 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3827	CISPLATIN	3017472008	in vivo	Repeat	intravenous injection	29 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3828	CISPLATIN	3017473001	in vivo	Repeat	intravenous injection	8 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3829	CISPLATIN	3017472014	in vivo	Repeat	intravenous injection	29 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3830	CISPLATIN	3017472012	in vivo	Repeat	intravenous injection	29 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3831	CISPLATIN	3017472023	in vivo	Repeat	intravenous injection	4 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3832	CISPLATIN	3017472009	in vivo	Repeat	intravenous injection	29 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3833	CISPLATIN	3017470023	in vivo	Single	intravenous injection	6 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3834	CISPLATIN	3017472030	in vivo	Repeat	intravenous injection	8 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3835	CISPLATIN	3017471025	in vivo	Single	intravenous injection	24 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3836	CISPLATIN	3017473007	in vivo	Repeat	intravenous injection	8 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3837	CISPLATIN	3017472006	in vivo	Repeat	intravenous injection	15 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3838	CISPLATIN	3017471019	in vivo	Single	intravenous injection	24 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3839	CISPLATIN	3017472017	in vivo	Repeat	intravenous injection	29 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3840	CISPLATIN	3017470012	in vivo	Single	intravenous injection	3 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3841	CISPLATIN	3017473004	in vivo	Repeat	intravenous injection	8 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3842	CISPLATIN	3017471008	in vivo	Single	intravenous injection	9 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3843	CISPLATIN	3017472011	in vivo	Repeat	intravenous injection	29 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3844	CISPLATIN	3017472021	in vivo	Repeat	intravenous injection	4 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3845	CISPLATIN	3017471030	in vivo	Repeat	intravenous injection	15 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3846	CISPLATIN	3017472005	in vivo	Repeat	intravenous injection	15 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3847	CISPLATIN	3017471017	in vivo	Single	intravenous injection	24 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3848	CISPLATIN	3017470011	in vivo	Single	intravenous injection	3 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3849	CISPLATIN	3017472018	in vivo	Repeat	intravenous injection	4 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3850	CISPLATIN	3017471018	in vivo	Single	intravenous injection	24 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3851	CISPLATIN	3017472004	in vivo	Repeat	intravenous injection	15 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3852	CISPLATIN	3017473005	in vivo	Repeat	intravenous injection	8 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3853	CISPLATIN	3017471029	in vivo	Repeat	intravenous injection	15 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3854	CISPLATIN	3017470020	in vivo	Single	intravenous injection	6 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3855	CISPLATIN	3017470013	in vivo	Single	intravenous injection	3 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3856	CISPLATIN	3017472001	in vivo	Repeat	intravenous injection	15 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3857	CISPLATIN	3017470028	in vivo	Single	intravenous injection	6 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3858	CISPLATIN	3017471006	in vivo	Single	intravenous injection	9 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3859	CISPLATIN	3017471007	in vivo	Single	intravenous injection	9 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3860	CISPLATIN	3017472020	in vivo	Repeat	intravenous injection	4 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3861	CISPLATIN	3017473006	in vivo	Repeat	intravenous injection	8 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3862	CISPLATIN	3017473010	in vivo	Repeat	intravenous injection	8 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3863	CISPLATIN	3017471010	in vivo	Single	intravenous injection	9 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3864	CISPLATIN	3017473008	in vivo	Repeat	intravenous injection	8 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3865	CISPLATIN	3017472003	in vivo	Repeat	intravenous injection	15 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3866	CISPLATIN	3017503028	in vivo	Single	intravenous injection	3 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3867	CISPLATIN	3017503030	in vivo	Single	intravenous injection	3 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3868	CISPLATIN	3017472015	in vivo	Repeat	intravenous injection	29 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3869	CISPLATIN	3017470019	in vivo	Single	intravenous injection	3 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3870	CISPLATIN	3017470027	in vivo	Single	intravenous injection	6 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3871	CISPLATIN	3017472022	in vivo	Repeat	intravenous injection	4 day	0.1	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3872	CISPLATIN	3017471005	in vivo	Single	intravenous injection	9 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3873	CISPLATIN	3017473011	in vivo	Repeat	intravenous injection	8 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3874	CISPLATIN	3017472019	in vivo	Repeat	intravenous injection	4 day	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3875	CISPLATIN	3017473009	in vivo	Repeat	intravenous injection	8 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3876	CISPLATIN	3017471016	in vivo	Single	intravenous injection	24 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3877	CISPLATIN	3017471024	in vivo	Single	intravenous injection	24 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3878	CISPLATIN	3017472002	in vivo	Repeat	intravenous injection	15 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3879	CISPLATIN	3017503029	in vivo	Single	intravenous injection	3 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3880	CISPLATIN	3017470009	in vivo	Single	intravenous injection	3 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3881	CISPLATIN	3017504020	in vivo	Single	intravenous injection	3 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3882	CISPLATIN	3017472026	in vivo	Repeat	intravenous injection	4 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3883	CISPLATIN	3017470022	in vivo	Single	intravenous injection	6 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3884	CISPLATIN	3017470025	in vivo	Single	intravenous injection	6 hr	0.3	Low	MECHANISM	Inhibit DNA synthesis, repair, and function
3885	CISPLATIN	3017472025	in vivo	Repeat	intravenous injection	4 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3886	CISPLATIN	3017471014	in vivo	Single	intravenous injection	24 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3887	CISPLATIN	3017471020	in vivo	Single	intravenous injection	24 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3888	CISPLATIN	3017472028	in vivo	Repeat	intravenous injection	4 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3889	CISPLATIN	3017471015	in vivo	Single	intravenous injection	24 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3890	CISPLATIN	3017470017	in vivo	Single	intravenous injection	3 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3891	CISPLATIN	3017504022	in vivo	Single	intravenous injection	9 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3892	CISPLATIN	3017471022	in vivo	Single	intravenous injection	24 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3893	CISPLATIN	3017470008	in vivo	Single	intravenous injection	3 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3894	CISPLATIN	3017470021	in vivo	Single	intravenous injection	6 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3895	CISPLATIN	3017471004	in vivo	Single	intravenous injection	9 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3896	CISPLATIN	3017471013	in vivo	Single	intravenous injection	9 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3897	CISPLATIN	3017470026	in vivo	Single	intravenous injection	6 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3898	CISPLATIN	3017472029	in vivo	Repeat	intravenous injection	4 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3899	CISPLATIN	3017470029	in vivo	Single	intravenous injection	6 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3900	CISPLATIN	3017471002	in vivo	Single	intravenous injection	9 hr	0	Control	MECHANISM	Inhibit DNA synthesis, repair, and function
3901	CISPLATIN	3017472027	in vivo	Repeat	intravenous injection	4 day	1	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3902	CISPLATIN	3017470030	in vivo	Single	intravenous injection	6 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3903	CISPLATIN	3017471001	in vivo	Single	intravenous injection	6 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3904	CISPLATIN	3017472016	in vivo	Repeat	intravenous injection	29 day	0.3	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3905	CISPLATIN	3017471021	in vivo	Single	intravenous injection	24 hr	1	Middle	MECHANISM	Inhibit DNA synthesis, repair, and function
3906	CISPLATIN	3017471011	in vivo	Single	intravenous injection	9 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3907	CISPLATIN	3017504021	in vivo	Single	intravenous injection	3 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3908	CISPLATIN	3017471012	in vivo	Single	intravenous injection	9 hr	3	High	MECHANISM	Inhibit DNA synthesis, repair, and function
3909	CLOFIBRATE	3017660017	in vivo	Single	Gavage	24 hr	30	Low	MECHANISM	Increase lipid catabolism
3910	CLOFIBRATE	3017679015	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Increase lipid catabolism
3911	CLOFIBRATE	3017659020	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Increase lipid catabolism
3912	CLOFIBRATE	3017659030	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Increase lipid catabolism
3913	CLOFIBRATE	3017687004	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Increase lipid catabolism
3914	CLOFIBRATE	3017679001	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Increase lipid catabolism
3915	CLOFIBRATE	3017659022	in vivo	Single	Gavage	6 hr	30	Low	MECHANISM	Increase lipid catabolism
3916	CLOFIBRATE	3017660023	in vivo	Single	Gavage	24 hr	300	High	MECHANISM	Increase lipid catabolism
3917	CLOFIBRATE	3017659023	in vivo	Single	Gavage	6 hr	30	Low	MECHANISM	Increase lipid catabolism
3918	CLOFIBRATE	3017686016	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Increase lipid catabolism
3919	CLOFIBRATE	3017687002	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Increase lipid catabolism
3920	CLOFIBRATE	3017687003	in vivo	Repeat	Gavage	29 day	300	High	MECHANISM	Increase lipid catabolism
3921	CLOFIBRATE	3017659007	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Increase lipid catabolism
3922	CLOFIBRATE	3017660022	in vivo	Single	Gavage	24 hr	300	High	MECHANISM	Increase lipid catabolism
3923	CLOFIBRATE	3017659021	in vivo	Single	Gavage	6 hr	30	Low	MECHANISM	Increase lipid catabolism
3924	CLOFIBRATE	3017659010	in vivo	Single	Gavage	3 hr	30	Low	MECHANISM	Increase lipid catabolism
3925	CLOFIBRATE	3017660002	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Increase lipid catabolism
3926	CLOFIBRATE	3017659008	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Increase lipid catabolism
3927	CLOFIBRATE	3017686022	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Increase lipid catabolism
3928	CLOFIBRATE	3017679005	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Increase lipid catabolism
3929	CLOFIBRATE	3017659006	in vivo	Single	Gavage	3 hr	0	Control	MECHANISM	Increase lipid catabolism
3930	CLOFIBRATE	3017659011	in vivo	Single	Gavage	3 hr	30	Low	MECHANISM	Increase lipid catabolism
3931	CLOFIBRATE	3017679002	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Increase lipid catabolism
3932	CLOFIBRATE	3017660001	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Increase lipid catabolism
3933	CLOFIBRATE	3017660019	in vivo	Single	Gavage	24 hr	100	Middle	MECHANISM	Increase lipid catabolism
3934	CLOFIBRATE	3017679006	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Increase lipid catabolism
3935	CLOFIBRATE	3017659009	in vivo	Single	Gavage	3 hr	30	Low	MECHANISM	Increase lipid catabolism
3936	CLOFIBRATE	3017679004	in vivo	Repeat	Gavage	4 day	30	Low	MECHANISM	Increase lipid catabolism
3937	CLOFIBRATE	3017686015	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Increase lipid catabolism
3938	CLOFIBRATE	3017659012	in vivo	Single	Gavage	3 hr	100	Middle	MECHANISM	Increase lipid catabolism
3939	CLOFIBRATE	3017660004	in vivo	Single	Gavage	9 hr	30	Low	MECHANISM	Increase lipid catabolism
3940	CLOFIBRATE	3017660016	in vivo	Single	Gavage	24 hr	30	Low	MECHANISM	Increase lipid catabolism
3941	CLOFIBRATE	3017686020	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Increase lipid catabolism
3942	CLOFIBRATE	3017660011	in vivo	Single	Gavage	9 hr	300	High	MECHANISM	Increase lipid catabolism
3943	CLOFIBRATE	3017660012	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Increase lipid catabolism
3944	CLOFIBRATE	3017660013	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Increase lipid catabolism
3945	CLOFIBRATE	3017679009	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Increase lipid catabolism
3946	CLOFIBRATE	3017660008	in vivo	Single	Gavage	9 hr	100	Middle	MECHANISM	Increase lipid catabolism
3947	CLOFIBRATE	3017660020	in vivo	Single	Gavage	24 hr	100	Middle	MECHANISM	Increase lipid catabolism
3948	CLOFIBRATE	3017659015	in vivo	Single	Gavage	3 hr	300	High	MECHANISM	Increase lipid catabolism
3949	CLOFIBRATE	3017659018	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Increase lipid catabolism
3950	CLOFIBRATE	3017659019	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Increase lipid catabolism
3951	CLOFIBRATE	3017679003	in vivo	Repeat	Gavage	4 day	0	Control	MECHANISM	Increase lipid catabolism
3952	CLOFIBRATE	3017686028	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Increase lipid catabolism
3953	CLOFIBRATE	3017679007	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Increase lipid catabolism
3954	CLOFIBRATE	3017660021	in vivo	Single	Gavage	24 hr	300	High	MECHANISM	Increase lipid catabolism
3955	CLOFIBRATE	3017686024	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Increase lipid catabolism
3956	CLOFIBRATE	3017679012	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Increase lipid catabolism
3957	CLOFIBRATE	3017686021	in vivo	Repeat	Gavage	15 day	300	High	MECHANISM	Increase lipid catabolism
3958	CLOFIBRATE	3017679011	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Increase lipid catabolism
3959	CLOFIBRATE	3017659024	in vivo	Single	Gavage	6 hr	100	Middle	MECHANISM	Increase lipid catabolism
3960	CLOFIBRATE	3017660018	in vivo	Single	Gavage	24 hr	100	Middle	MECHANISM	Increase lipid catabolism
3961	CLOFIBRATE	3017660007	in vivo	Single	Gavage	9 hr	100	Middle	MECHANISM	Increase lipid catabolism
3962	CLOFIBRATE	3017679016	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Increase lipid catabolism
3963	CLOFIBRATE	3017660015	in vivo	Single	Gavage	24 hr	30	Low	MECHANISM	Increase lipid catabolism
3964	CLOFIBRATE	3017679018	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Increase lipid catabolism
3965	CLOFIBRATE	3017686011	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Increase lipid catabolism
3966	CLOFIBRATE	3017686012	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Increase lipid catabolism
3967	CLOFIBRATE	3017660014	in vivo	Single	Gavage	24 hr	0	Control	MECHANISM	Increase lipid catabolism
3968	CLOFIBRATE	3017660010	in vivo	Single	Gavage	9 hr	300	High	MECHANISM	Increase lipid catabolism
3969	CLOFIBRATE	3017660003	in vivo	Single	Gavage	9 hr	30	Low	MECHANISM	Increase lipid catabolism
3970	CLOFIBRATE	3017686025	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Increase lipid catabolism
3971	CLOFIBRATE	3017659028	in vivo	Single	Gavage	6 hr	300	High	MECHANISM	Increase lipid catabolism
3972	CLOFIBRATE	3017687001	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Increase lipid catabolism
3973	CLOFIBRATE	3017679019	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Increase lipid catabolism
3974	CLOFIBRATE	3017679020	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Increase lipid catabolism
3975	CLOFIBRATE	3017679021	in vivo	Repeat	Gavage	8 day	100	Middle	MECHANISM	Increase lipid catabolism
3976	CLOFIBRATE	3017660005	in vivo	Single	Gavage	9 hr	30	Low	MECHANISM	Increase lipid catabolism
3977	CLOFIBRATE	3017686014	in vivo	Repeat	Gavage	15 day	30	Low	MECHANISM	Increase lipid catabolism
3978	CLOFIBRATE	3017679017	in vivo	Repeat	Gavage	8 day	30	Low	MECHANISM	Increase lipid catabolism
3979	CLOFIBRATE	3017686026	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Increase lipid catabolism
3980	CLOFIBRATE	3017686013	in vivo	Repeat	Gavage	15 day	0	Control	MECHANISM	Increase lipid catabolism
3981	CLOFIBRATE	3017686023	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Increase lipid catabolism
3982	CLOFIBRATE	3017679024	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Increase lipid catabolism
3983	CLOFIBRATE	3017679022	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Increase lipid catabolism
3984	CLOFIBRATE	3017659029	in vivo	Single	Gavage	6 hr	300	High	MECHANISM	Increase lipid catabolism
3985	CLOFIBRATE	3017659027	in vivo	Single	Gavage	6 hr	300	High	MECHANISM	Increase lipid catabolism
3986	CLOFIBRATE	3017686030	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Increase lipid catabolism
3987	CLOFIBRATE	3017659025	in vivo	Single	Gavage	6 hr	100	Middle	MECHANISM	Increase lipid catabolism
3988	CLOFIBRATE	3017660006	in vivo	Single	Gavage	9 hr	100	Middle	MECHANISM	Increase lipid catabolism
3989	CLOFIBRATE	3017659013	in vivo	Single	Gavage	3 hr	100	Middle	MECHANISM	Increase lipid catabolism
3990	CLOFIBRATE	3017686017	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Increase lipid catabolism
3991	CLOFIBRATE	3017679023	in vivo	Repeat	Gavage	8 day	300	High	MECHANISM	Increase lipid catabolism
3992	CLOFIBRATE	3017686018	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Increase lipid catabolism
3993	CLOFIBRATE	3017659017	in vivo	Single	Gavage	3 hr	300	High	MECHANISM	Increase lipid catabolism
3994	CLOFIBRATE	3017659014	in vivo	Single	Gavage	3 hr	100	Middle	MECHANISM	Increase lipid catabolism
3995	CLOFIBRATE	3017686029	in vivo	Repeat	Gavage	29 day	100	Middle	MECHANISM	Increase lipid catabolism
3996	CLOFIBRATE	3017679008	in vivo	Repeat	Gavage	4 day	100	Middle	MECHANISM	Increase lipid catabolism
3997	CLOFIBRATE	3017659026	in vivo	Single	Gavage	6 hr	100	Middle	MECHANISM	Increase lipid catabolism
3998	CLOFIBRATE	3017686019	in vivo	Repeat	Gavage	15 day	100	Middle	MECHANISM	Increase lipid catabolism
3999	CLOFIBRATE	3017679014	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Increase lipid catabolism
4000	CLOFIBRATE	3017686027	in vivo	Repeat	Gavage	29 day	30	Low	MECHANISM	Increase lipid catabolism
4001	CLOFIBRATE	3017679010	in vivo	Repeat	Gavage	4 day	300	High	MECHANISM	Increase lipid catabolism
4002	CLOFIBRATE	3017679013	in vivo	Repeat	Gavage	8 day	0	Control	MECHANISM	Increase lipid catabolism
4003	CLOFIBRATE	3017659016	in vivo	Single	Gavage	3 hr	300	High	MECHANISM	Increase lipid catabolism
4004	CLOFIBRATE	3017660009	in vivo	Single	Gavage	9 hr	300	High	MECHANISM	Increase lipid catabolism
4005	CLOMIPRAMINE	3017555011	in vivo	Repeat	Gavage	8 day	10	Low	MECHANISM	Prolong/enhance neural transmission
4006	CLOMIPRAMINE	3017557022	in vivo	Repeat	Gavage	29 day	30	Middle	MECHANISM	Prolong/enhance neural transmission
4007	CLOMIPRAMINE	3017555008	in vivo	Repeat	Gavage	4 day	100	High	MECHANISM	Prolong/enhance neural transmission
4008	CLOMIPRAMINE	3017555009	in vivo	Repeat	Gavage	4 day	100	High	MECHANISM	Prolong/enhance neural transmission
4009	CLOMIPRAMINE	3017518005	in vivo	Single	Gavage	9 hr	0	Control	MECHANISM	Prolong/enhance neural transmission
4010	CLOMIPRAMINE	3017525009	in vivo	Repeat	Gavage	8 day	100	High	MECHANISM	Prolong/enhance neural transmission
4011	CLOMIPRAMINE	3017524019	in vivo	Repeat	Gavage	29 day	30	Middle	MECHANISM	Prolong/enhance neural transmission
4012	CLOMIPRAMINE	3017524013	in vivo	Repeat	Gavage	29 day	0	Control	MECHANISM	Prolong/enhance neural transmission
4013	CLOMIPRAMINE	3017523025	in vivo	Repeat	Gavage	4 day	10	Low	MECHANISM	Prolong/enhance neural transmission
4014	CLOMIPRAMINE	3017516004	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Prolong/enhance neural transmission
4015	CLOMIPRAMINE	3017557023	in vivo	Repeat	Gavage	29 day	100	High	MECHANISM	Prolong/enhance neural transmission
4016	CLOMIPRAMINE	3017516013	in vivo	Single	Gavage	6 hr	100	High	MECHANISM	Prolong/enhance neural transmission
4017	CLOMIPRAMINE	3017518008	in vivo	Single	Gavage	9 hr	10	Low	MECHANISM	Prolong/enhance neural transmission
4018	CLOMIPRAMINE	3017524027	in vivo	Repeat	Gavage	4 day	100	High	MECHANISM	Prolong/enhance neural transmission
4019	CLOMIPRAMINE	3017524004	in vivo	Repeat	Gavage	15 day	10	Low	MECHANISM	Prolong/enhance neural transmission
4020	CLOMIPRAMINE	3017516005	in vivo	Single	Gavage	6 hr	0	Control	MECHANISM	Prolong/enhance neural transmission
4021	CLOMIPRAMINE	3017524011	in vivo	Repeat	Gavage	15 day	100	High	MECHANISM	Prolong/enhance neural transmission
4022	CLOMIPRAMINE	3017516008	in vivo	Single	Gavage	6 hr	10	Low	MECHANISM	Prolong/enhance neural transmission
4023	CLOMIPRAMINE	3017524009	in vivo	Repeat	Gavage	15 day	30	Middle	MECHANISM	Prolong/enhance neural transmission
