Label	CLID	CLSZ	NumAnn	Size	SampleMatch	Phyper	Padj	SampleKeys	Name
R-RNO-168188	Liver_benzbromarone_Middle_4day_Repeat	18	4987	2	2	0.0057928230842621	0.0231712923370484	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_ethionamide_High_15day_Repeat	180	23988	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_amitriptyline_High_29day_Repeat	36	10309	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_carbamazepine_High_15day_Repeat	16	6451	2	2	0.00969360634769968	0.0193872126953994	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_benziodarone_Middle_4day_Repeat	15	6465	2	2	0.0097357295198472	0.0389429180793888	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_methyldopa_Middle_29day_Repeat	19	6755	2	2	0.010628819512985	0.0212576390259699	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_penicillamine_Middle_29day_Repeat	9	3655	2	2	0.00311139068416477	0.00622278136832954	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_nitrofurazone_High_8day_Repeat	10	4810	2	2	0.00538887954573432	0.00538887954573432	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_fenofibrate_High_15day_Repeat	185	20989	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_rosiglitazone_maleate_High_24hr_Single	20	5728	2	2	0.00764238328996923	0.0229271498699077	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_benziodarone_Middle_29day_Repeat	17	5251	2	2	0.00642243835501251	0.0192673150650375	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_nimesulide_High_8day_Repeat	17	8181	2	2	0.01559043809276	0.0467713142782799	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_omeprazole_High_29day_Repeat	35	10915	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_flutamide_Middle_8day_Repeat	17	8283	2	2	0.0159816461336459	0.0159816461336459	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_enalapril_High_15day_Repeat	18	8465	2	2	0.0166917257257024	0.0333834514514047	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_WY14643_Middle_15day_Repeat	125	16503	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_bucetin_High_15day_Repeat	12	5491	2	2	0.0070229958357313	0.0070229958357313	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_promethazine_High_29day_Repeat	58	11896	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_acetamidofluorene_Low_29day_Repeat	213	24946	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_cycloheximide_High_6hr_Single	479	27973	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_allyl_alcohol_High_8day_Repeat	10	3765	2	2	0.00330151456867265	0.00330151456867265	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_fluphenazine_High_4day_Repeat	24	6310	2	2	0.00927445737142107	0.00927445737142107	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_triazolam_High_29day_Repeat	14	5769	2	2	0.00775219008974426	0.00775219008974426	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_WY14643_Low_15day_Repeat	80	12475	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_benzbromarone_Middle_29day_Repeat	26	7207	2	2	0.0120989422167673	0.0483957688670694	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_sulfasalazine_High_8day_Repeat	19	9496	2	2	0.0210055616257871	0.0210055616257871	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_labetalol_High_29day_Repeat	15	4640	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_methyldopa_High_29day_Repeat	15	6208	2	2	0.0089770175944807	0.0179540351889614	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_WY14643_High_29day_Repeat	204	21755	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_propylthiouracil_Middle_29day_Repeat	59	13412	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_methimazole_High_29day_Repeat	51	14660	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_terbinafine_High_15day_Repeat	52	14248	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_fenofibrate_High_24hr_Single	118	14993	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_diltiazem_High_29day_Repeat	25	7244	2	2	0.0122234992323565	0.0366704976970695	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_allopurinol_High_8day_Repeat	12	5346	2	2	0.00665694987288839	0.00665694987288839	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_promethazine_High_15day_Repeat	32	9221	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_rosiglitazone_maleate_High_15day_Repeat	10	5482	2	2	0.00699999058710996	0.00699999058710996	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_flutamide_Middle_15day_Repeat	20	8819	2	2	0.0181170740671429	0.0181170740671429	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_acetamidofluorene_Middle_15day_Repeat	181	24877	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_WY14643_High_8day_Repeat	152	16992	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_bromobenzene_High_15day_Repeat	20	8404	2	2	0.0164520124701587	0.0164520124701587	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_fenofibrate_High_8day_Repeat	152	18765	2	3	0	0	Q63691 Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_hydroxyzine_High_29day_Repeat	27	8088	2	2	0.0152379733059776	0.0304759466119552	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-168188	Liver_fluphenazine_High_15day_Repeat	10	4375	2	2	0.00445815802780815	0.00445815802780815	Q6IMX5	Toll Like Receptor TLR6:TLR2 Cascade
R-RNO-173623	Liver_monocrotaline_Low_29day_Repeat	10	2957	3	2	0.00592538086112026	0.0118507617222405	P31720 P31722	Classical antibody-mediated complement activation
R-RNO-173736	Liver_acetamidofluorene_High_24hr_Single	183	25066	3	4	0	0	G3V615 Q6MG74	Alternative complement activation
R-RNO-174048	Liver_fluphenazine_Low_24hr_Single	9	1193	9	4	1.28129471937254e-05	0.000294697785455685	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_chlormadinone_Low_4day_Repeat	13	2403	9	4	0.000196121470666485	0.00470691529599563	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_danazol_Low_24hr_Single	31	5044	9	6	1.42201499728749e-05	0.000554585848942121	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_24dinitrophenol_High_24hr_Single	10	1840	9	4	6.97757473750519e-05	0.00160484218962619	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_doxorubicin_High_3hr_Single	21	4659	9	4	0.00240539468741176	0.0457024990608235	D3ZUW6 P30277 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_fluphenazine_Middle_24hr_Single	14	1732	9	4	5.51382178753007e-05	0.00148873188263312	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_danazol_Middle_24hr_Single	65	6779	9	6	7.7919399969833e-05	0.00537643859791848	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_benzbromarone_Middle_24hr_Single	35	6570	9	5	0.000901504325856181	0.0459767206186653	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_furosemide_Middle_24hr_Single	21	3828	9	5	7.01429187349263e-05	0.00245500215572242	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_fluphenazine_High_24hr_Single	32	5180	9	5	0.000296179990529418	0.0148089995264709	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_methyltestosterone_High_24hr_Single	25	3807	9	6	2.76472420976664e-06	0.000105059519971132	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_ethambutol_Middle_24hr_Single	13	4160	9	5	0.000104469728958598	0.00313409186875794	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_pemoline_High_24hr_Single	17	4405	9	4	0.00195353657323427	0.0468848777576224	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_furosemide_High_24hr_Single	32	6541	9	6	6.35193911210502e-05	0.00254077564484201	D3ZUW6 P30277 P39951 Q62623	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_chlorpropamide_High_24hr_Single	11	1884	9	4	7.64893255246355e-05	0.00168276516154198	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174048	Liver_ketoconazole_High_24hr_Single	13	4105	9	4	0.00150160568607872	0.0345369307798104	D3ZUW6 P30277 P39951	APC/C:Cdc20 mediated degradation of Cyclin B
R-RNO-174084	Liver_bortezomib_Middle_9hr_Single	583	34185	40	40	4.94904690971656e-12	1.69257404312306e-09	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6MGA6 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	Autodegradation of Cdh1 by Cdh1:APC/C
R-RNO-174084	Liver_bortezomib_High_24hr_Single	706	37645	40	35	4.20176055351575e-05	0.0168490598195982	B0BN93 B2RYJ1 B2RYP1 D3Z950 D3ZUB7 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	Autodegradation of Cdh1 by Cdh1:APC/C
R-RNO-174084	Liver_bortezomib_High_9hr_Single	1011	42329	40	39	5.87456041359747e-07	0.000297840212969392	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	Autodegradation of Cdh1 by Cdh1:APC/C
R-RNO-174113	Liver_bortezomib_High_24hr_Single	706	37645	39	35	1.18302836818263e-05	0.00474394375641235	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5EAP2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	SCF-beta-TrCP mediated degradation of Emi1
R-RNO-174113	Liver_bortezomib_Middle_9hr_Single	583	34185	39	40	0	0	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6MGA6 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	SCF-beta-TrCP mediated degradation of Emi1
R-RNO-174113	Liver_bortezomib_High_9hr_Single	1011	42329	39	40	0	0	B0BN93 B1WBY1 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	SCF-beta-TrCP mediated degradation of Emi1
R-RNO-174154	Liver_bortezomib_Middle_9hr_Single	583	34185	43	40	7.25392191387114e-09	2.48084129454393e-06	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6MGA6 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	APC/C:Cdc20 mediated degradation of Securin
R-RNO-174154	Liver_bortezomib_High_9hr_Single	1011	42329	43	39	9.30553574396902e-05	0.0471790662219229	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	APC/C:Cdc20 mediated degradation of Securin
R-RNO-174154	Liver_bortezomib_High_24hr_Single	706	37645	43	37	5.63509935364641e-05	0.0225967484081221	B0BN93 B2RYJ1 B2RYP1 D3Z950 D3ZUB7 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5EAP2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	APC/C:Cdc20 mediated degradation of Securin
R-RNO-174178	Liver_bortezomib_Middle_9hr_Single	583	34185	46	40	6.57943854200829e-07	0.000225016798136683	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6MGA6 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1
R-RNO-174184	Liver_bortezomib_Middle_9hr_Single	583	34185	45	40	1.74101932095586e-07	5.95428607766906e-05	B0BN93 B2RYP1 D3Z950 D4AEH3 F1LMQ3 G3V6W6 G3V7Q6 G3V8G2 O88321 P17220 P18420 P18422 P21670 P28073 P40307 P60901 P62193 P62198 Q32PW9 Q3B8P5 Q4FZT9 Q4KM35 Q4V8E2 Q5U2S7 Q5XIC6 Q63569 Q63570 Q6MGA6 Q6PCT9 Q6PDW4 Q9ESH1 Q9JHW0	Cdc20:Phospho-APC/C mediated degradation of Cyclin A
R-RNO-174403	Liver_ethambutol_High_9hr_Single	11	3940	6	2	0.0461100431333951	0.0461100431333951	P19468	Glutathione synthesis and recycling
R-RNO-174403	Liver_propylthiouracil_High_9hr_Single	16	4397	6	3	0.00517798641036843	0.0103559728207369	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_butylated_hydroxyanisole_Low_9hr_Single	22	5129	6	3	0.00800532306762129	0.0400266153381064	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_ethambutol_Middle_9hr_Single	8	1658	6	2	0.00897159163944289	0.00897159163944289	P19468	Glutathione synthesis and recycling
R-RNO-174403	Liver_azathioprine_Middle_9hr_Single	5	2779	6	2	0.0240707637404983	0.0240707637404983	P19468	Glutathione synthesis and recycling
R-RNO-174403	Liver_bromobenzene_Low_9hr_Single	9	2966	6	3	0.00167188990069751	0.00334377980139503	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_cephalothin_High_6hr_Single	21	5289	6	3	0.00872759076272311	0.0261827722881693	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_nitrofurazone_Middle_9hr_Single	20	5229	6	3	0.00845221029428912	0.0338088411771565	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_diethyl_maleate_Low_6hr_Single	8	2531	6	3	0.00105478488975148	0.00210956977950297	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_butylated_hydroxyanisole_Low_6hr_Single	12	3368	6	3	0.0024136485194248	0.00724094555827439	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_propylthiouracil_Middle_9hr_Single	9	2959	6	2	0.0270877484252985	0.0270877484252985	P19468	Glutathione synthesis and recycling
R-RNO-174403	Liver_bromobenzene_Low_6hr_Single	12	3056	6	3	0.00182298808289275	0.00546896424867826	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_methimazole_Low_6hr_Single	9	2047	6	3	0.000567420409589077	0.00113484081917815	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_nitrofurazone_High_6hr_Single	26	4481	6	3	0.00546401568489784	0.0163920470546935	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_diethyl_maleate_Middle_6hr_Single	17	4488	6	3	0.00548828796394497	0.0164648638918349	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174403	Liver_acetaminophen_Low_9hr_Single	20	5175	6	3	0.00820902366538608	0.0492541419923165	P19468 P48508	Glutathione synthesis and recycling
R-RNO-174411	Liver_butylated_hydroxyanisole_Middle_24hr_Single	145	18390	9	8	0.000260005736491242	0.0288606367505279	B4F778 B5DF29 G3V8M1 O89044 P04961 Q5M830 Q641W4 Q6AXY4	Polymerase switching on the C-strand of the telomere
R-RNO-174577	Liver_acetamidofluorene_High_24hr_Single	183	25066	5	7	0	0	G3V615 Q6MG73 Q6MG74 Q6MG90	Activation of C3 and C5
R-RNO-176408	Liver_phenacetin_Low_24hr_Single	18	5619	9	5	0.000434433698071419	0.0112952761498569	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_doxorubicin_High_3hr_Single	21	4659	9	6	8.97200162272597e-06	0.000170468030831793	D3ZUW6 P30277 Q62623 Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_pemoline_High_24hr_Single	17	4405	9	5	0.000137282809472011	0.00329478742732825	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_furosemide_Middle_24hr_Single	21	3828	9	6	2.85508878431489e-06	9.9928107451021e-05	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_WY14643_Middle_24hr_Single	58	10331	9	6	0.000835706230256316	0.04763525512461	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_benzbromarone_Middle_24hr_Single	35	6570	9	6	6.51477881106847e-05	0.00332253719364492	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_methimazole_Low_24hr_Single	13	4444	9	4	0.00201863263443885	0.0444099179576548	G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_cyclosporine_A_High_24hr_Single	23	6015	9	5	0.000597694019735417	0.0209192906907396	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_chlorpheniramine_High_24hr_Single	16	5996	9	5	0.000588921757414296	0.0141341221779431	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_chlormadinone_Low_4day_Repeat	13	2403	9	5	7.36013014723324e-06	0.000176643123533598	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_ketoconazole_High_24hr_Single	13	4105	9	5	9.80283871791593e-05	0.00225465290512066	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_doxorubicin_High_6hr_Single	17	2454	9	2	0.0423748462981891	0.0423748462981891	Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_24dinitrophenol_High_24hr_Single	10	1840	9	5	1.99253519411535e-06	4.58283094646531e-05	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_chlorpheniramine_High_4day_Repeat	8	3072	9	3	0.0069896972746577	0.0419381836479462	D3ZUW6 G3V802 P30277	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_amitriptyline_High_4day_Repeat	20	7033	9	5	0.00123534766164881	0.0308836915412203	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_doxorubicin_High_24hr_Single	19	6723	9	4	0.00912906649428334	0.02738719948285	P30277 Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_doxorubicin_Middle_3hr_Single	13	5266	9	5	0.000320112644304859	0.00160056322152429	D3ZUW6 P30277 Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_gemfibrozil_Low_4day_Repeat	30	8233	9	6	0.000234868868455244	0.00822041039593354	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_danazol_High_24hr_Single	111	9915	9	7	4.91985970313991e-05	0.00482146250907711	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_haloperidol_High_24hr_Single	14	2658	9	4	0.000288998453918964	0.00809195670973099	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_danazol_Middle_24hr_Single	65	6779	9	7	3.77134556777232e-06	0.00026022284417629	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_imipramine_Middle_24hr_Single	13	4991	9	5	0.000248455959179179	0.00571448706112111	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_furosemide_High_24hr_Single	32	6541	9	7	2.95680226466214e-06	0.000118272090586486	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_chlorpropamide_High_24hr_Single	11	1884	9	4	7.64893255246355e-05	0.00168276516154198	D3ZUW6 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_lomustine_Middle_29day_Repeat	6	2423	9	2	0.0414025918839487	0.0414025918839487	Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_methyltestosterone_High_24hr_Single	25	3807	9	7	7.21809010569394e-08	2.7428742401637e-06	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_danazol_Low_24hr_Single	31	5044	9	7	5.00173077785913e-07	1.95067500336506e-05	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_ethambutol_Middle_24hr_Single	13	4160	9	6	4.64009927149958e-06	0.000139202978144987	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_fluphenazine_High_24hr_Single	32	5180	9	6	1.65878390242738e-05	0.000829391951213691	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_nitrosodiethylamine_Low_24hr_Single	5	2191	9	2	0.0344190546612537	0.0344190546612537	Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_WY14643_Low_4day_Repeat	83	13157	9	7	0.000322042185340602	0.0209327420471392	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_monocrotaline_Middle_8day_Repeat	22	4300	9	4	0.00178569873721193	0.0321425772698147	G3V802 P39951 Q64315	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_fluphenazine_Middle_24hr_Single	14	1732	9	5	1.48028659090372e-06	3.99677379544005e-05	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_1_cholesterol__025_sodium_cholate_High_4day_Repeat	30	8900	9	6	0.00036403909908844	0.0120132902699185	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_imipramine_High_24hr_Single	28	8428	9	6	0.000267999064229231	0.0115239597618569	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_butylated_hydroxyanisole_Low_24hr_Single	48	9350	9	6	0.00047979848172354	0.0249495210496241	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_fluphenazine_Low_24hr_Single	9	1193	9	5	2.35390531097221e-07	5.41398221523609e-06	D3ZUW6 G3V802 P30277 P39951	Regulation of APC/C activators between G1/S and early anaphase
R-RNO-176408	Liver_adapin_Middle_24hr_Single	31	9827	9	6	0.000633163504623967	0.0227938861664628	D3ZUW6 G3V802 P30277 P39951 Q62623	Regulation of APC/C activators between G1/S and early anaphase
