V1	V2	Type	UniProtID
C122453730	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C122453730	Tox21_VDR_BLA_Agonist_viability	TCA2TCC	NA
C122453730	Tox21_p53_BLA_p1_ratio	TCA2TCC	NA
C122453730	Tox21_p53_BLA_p2_ratio	TCA2TCC	NA
C122453730	Tox21_p53_BLA_p3_ratio	TCA2TCC	NA
C122453730	Tox21_p53_BLA_p4_ratio	TCA2TCC	NA
C122453730	Tox21_p53_BLA_p4_viability	TCA2TCC	NA
C122453730	Tox21_p53_BLA_p5_ratio	TCA2TCC	NA
C122510	NVS_ADME_hCYP19A1	TCA2TCC	NA
C122576	ATG_AP_1_CIS_up	TCA2TCC	NA
C122576	ATG_BRE_CIS_up	TCA2TCC	NA
C122576	ATG_C_EBP_CIS_up	TCA2TCC	NA
C122576	ATG_EGR_CIS_up	TCA2TCC	NA
C122576	ATG_ERE_CIS_up	TCA2TCC	NA
C122576	ATG_ERa_TRANS_up	TCA2TCC	NA
C122576	ATG_HSE_CIS_up	TCA2TCC	NA
C122576	ATG_MRE_CIS_up	TCA2TCC	NA
C122576	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C122576	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C122576	ATG_PPARa_TRANS_up	TCA2TCC	NA
C122576	ATG_PPARg_TRANS_up	TCA2TCC	NA
C122576	ATG_PXRE_CIS_up	TCA2TCC	NA
C122576	ATG_PXR_TRANS_up	TCA2TCC	NA
C122576	ATG_Pax6_CIS_up	TCA2TCC	NA
C122576	ATG_Sox_CIS_up	TCA2TCC	NA
C122576	ATG_VDRE_CIS_up	TCA2TCC	NA
C122576	ATG_Xbp1_CIS_up	TCA2TCC	NA
C122576	OT_AR_ARSRC1_0960	TCA2TCC	NA
C122576	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C122576	OT_NURR1_NURR1RXRa_1440	TCA2TCC	NA
C122623	APR_HepG2_CellCycleArrest_24h_dn	TCA2TCC	NA
C122623	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C122623	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C122623	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C122623	APR_HepG2_MicrotubuleCSK_24h_dn	TCA2TCC	NA
C122623	APR_HepG2_MicrotubuleCSK_72h_dn	TCA2TCC	NA
C122623	APR_HepG2_MitoMass_72h_up	TCA2TCC	NA
C122623	APR_HepG2_MitoMembPot_72h_dn	TCA2TCC	NA
C122623	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C122623	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C122623	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C122623	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C122623	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C122623	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C122623	BSK_KF3CT_MCP1_up	TCA2TCC	NA
C122623	BSK_LPS_IL8_up	TCA2TCC	NA
C122623	BSK_SAg_IL8_up	TCA2TCC	NA
C122623	NVS_ENZ_hAChE	TCA2TCC	NA
C122623	NVS_ENZ_hElastase	TCA2TCC	NA
C122623	NVS_TR_hAdoT	TCA2TCC	NA
C122623	OT_ER_ERaERa_0480	TCA2TCC	NA
C122623	OT_ER_ERaERa_1440	TCA2TCC	NA
C122667	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C122667	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C122667	APR_HepG2_MitoMass_72h_dn	TCA2TCC	NA
C122667	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C122667	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C122667	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C122667	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C122667	ATG_ERE_CIS_up	TCA2TCC	NA
C122667	ATG_ERa_TRANS_up	TCA2TCC	NA
C122667	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C122667	ATG_PPARg_TRANS_up	TCA2TCC	NA
C122667	ATG_PPRE_CIS_up	TCA2TCC	NA
C122667	ATG_RXRb_TRANS_up	TCA2TCC	NA
C122667	BSK_3C_IL8_down	TCA2TCC	NA
C122667	BSK_3C_Proliferation_down	TCA2TCC	NA
C122667	BSK_CASM3C_Thrombomodulin_up	TCA2TCC	NA
C122667	BSK_LPS_PGE2_down	TCA2TCC	NA
C122667	NVS_ENZ_hES	TCA2TCC	NA
C122667	NVS_ENZ_hPTPRC	TCA2TCC	NA
C122667	NVS_ENZ_oCOX1	TCA2TCC	NA
C122667	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C122781	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C122781	ATG_ERE_CIS_up	TCA2TCC	NA
C122781	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C122781	ATG_PPARg_TRANS_up	TCA2TCC	NA
C122781	ATG_PXRE_CIS_up	TCA2TCC	NA
C122781	ATG_PXR_TRANS_up	TCA2TCC	NA
C122781	NVS_NR_cAR	TCA2TCC	NA
C122781	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C122781	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C122781	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C122781	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C122781	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C122836355	ATG_MRE_CIS_up	TCA2TCC	NA
C122836355	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C122836355	ATG_PPARg_TRANS_up	TCA2TCC	NA
C122836355	ATG_PXRE_CIS_up	TCA2TCC	NA
C122836355	ATG_PXR_TRANS_up	TCA2TCC	NA
C122836355	ATG_VDRE_CIS_up	TCA2TCC	NA
C122836355	BSK_4H_Pselectin_up	TCA2TCC	NA
C122836355	BSK_LPS_IL8_up	TCA2TCC	NA
C122836355	BSK_LPS_SRB_up	TCA2TCC	NA
C122836355	NVS_NR_hFXR_Antagonist	TCA2TCC	NA
C122836355	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C122996	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C122996	BSK_CASM3C_SAA_up	TCA2TCC	NA
C122996	NVS_ADME_hCYP2C19_Activator	TCA2TCC	NA
C123013	ATG_CMV_CIS_up	TCA2TCC	NA
C123013	ATG_ERE_CIS_up	TCA2TCC	NA
C123013	ATG_ERa_TRANS_up	TCA2TCC	NA
C123013	ATG_Myc_CIS_up	TCA2TCC	NA
C123013	ATG_RXRb_TRANS_up	TCA2TCC	NA
C123013	BSK_3C_TissueFactor_up	TCA2TCC	NA
C123013	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C123013	BSK_4H_Pselectin_down	TCA2TCC	NA
C123013	BSK_LPS_CD40_down	TCA2TCC	NA
C123013	BSK_LPS_PGE2_up	TCA2TCC	NA
C123013	BSK_SAg_CD40_down	TCA2TCC	NA
C123013	BSK_hDFCGF_EGFR_down	TCA2TCC	NA
C123013	NVS_ENZ_hHDAC6	TCA2TCC	NA
C123013	NVS_ENZ_hPTPN1	TCA2TCC	NA
C123079	ATG_ERE_CIS_up	TCA2TCC	NA
C123079	ATG_ERa_TRANS_up	TCA2TCC	NA
C123079	OT_ER_ERaERb_0480	TCA2TCC	NA
C123079	Tox21_AR_BLA_Antagonist_viability	TCA2TCC	NA
C123122554	ATG_PXRE_CIS_up	TCA2TCC	NA
C123122554	ATG_PXR_TRANS_up	TCA2TCC	NA
C123122554	ATG_VDRE_CIS_up	TCA2TCC	NA
C123122554	NVS_ENZ_hMMP13	TCA2TCC	NA
C123122554	NVS_ENZ_hMMP2	TCA2TCC	NA
C123122554	NVS_GPCR_rSST	TCA2TCC	NA
C123122554	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C123171	ATG_ERa_TRANS_up	TCA2TCC	NA
C123171	ATG_ISRE_CIS_up	TCA2TCC	NA
C123171	OT_ER_ERaERa_1440	TCA2TCC	NA
C123251	NVS_ADME_hCYP2C19	TCA2TCC	NA
C123251	NVS_ENZ_rMAOBP	TCA2TCC	NA
C123251	NVS_GPCR_hAdra2A	TCA2TCC	NA
C123251	NVS_GPCR_hAdrb2	TCA2TCC	NA
C123251	NVS_GPCR_hLTB4_BLT1	TCA2TCC	NA
C123251	NVS_NR_rMR	TCA2TCC	NA
C123251	NVS_TR_gDAT	TCA2TCC	NA
C123312890	NVS_ENZ_hDYRK1a	TCA2TCC	NA
C123312890	NVS_ENZ_hGSK3b	TCA2TCC	NA
C123312890	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C123319	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C123319	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C123319	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C123319	APR_HepG2_MitoMass_24h_up	TCA2TCC	NA
C123319	APR_HepG2_MitoMass_72h_up	TCA2TCC	NA
C123319	APR_HepG2_NuclearSize_72h_up	TCA2TCC	NA
C123319	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C123319	APR_HepG2_StressKinase_72h_up	TCA2TCC	NA
C123319	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C123319	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C123319	ATG_AP_1_CIS_up	TCA2TCC	NA
C123319	ATG_AP_2_CIS_up	TCA2TCC	NA
C123319	ATG_Ahr_CIS_up	TCA2TCC	NA
C123319	ATG_CMV_CIS_up	TCA2TCC	NA
C123319	ATG_DR5_CIS_up	TCA2TCC	NA
C123319	ATG_ERE_CIS_up	TCA2TCC	NA
C123319	ATG_ERa_TRANS_up	TCA2TCC	NA
C123319	ATG_HIF1a_CIS_up	TCA2TCC	NA
C123319	ATG_MRE_CIS_up	TCA2TCC	NA
C123319	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C123319	ATG_PPRE_CIS_up	TCA2TCC	NA
C123319	ATG_Pax6_CIS_up	TCA2TCC	NA
C123319	ATG_STAT3_CIS_up	TCA2TCC	NA
C123319	ATG_VDRE_CIS_up	TCA2TCC	NA
C123319	ATG_Xbp1_CIS_up	TCA2TCC	NA
C123319	ATG_p53_CIS_up	TCA2TCC	NA
C123319	BSK_3C_Eselectin_down	TCA2TCC	NA
C123319	BSK_3C_HLADR_down	TCA2TCC	NA
C123319	BSK_3C_MCP1_down	TCA2TCC	NA
C123319	BSK_3C_Proliferation_down	TCA2TCC	NA
C123319	BSK_3C_VCAM1_down	TCA2TCC	NA
C123319	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C123319	BSK_4H_Pselectin_down	TCA2TCC	NA
C123319	BSK_4H_VCAM1_down	TCA2TCC	NA
C123319	BSK_BE3C_MMP1_up	TCA2TCC	NA
C123319	BSK_BE3C_PAI1_down	TCA2TCC	NA
C123319	BSK_BE3C_uPA_up	TCA2TCC	NA
C123319	BSK_CASM3C_HLADR_down	TCA2TCC	NA
C123319	BSK_CASM3C_MCSF_down	TCA2TCC	NA
C123319	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C123319	BSK_CASM3C_Thrombomodulin_up	TCA2TCC	NA
C123319	BSK_CASM3C_VCAM1_down	TCA2TCC	NA
C123319	BSK_KF3CT_ICAM1_down	TCA2TCC	NA
C123319	BSK_KF3CT_IP10_down	TCA2TCC	NA
C123319	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C123319	BSK_LPS_CD40_down	TCA2TCC	NA
C123319	BSK_LPS_Eselectin_down	TCA2TCC	NA
C123319	BSK_LPS_IL1a_down	TCA2TCC	NA
C123319	BSK_LPS_IL8_down	TCA2TCC	NA
C123319	BSK_LPS_MCP1_down	TCA2TCC	NA
C123319	BSK_LPS_MCSF_down	TCA2TCC	NA
C123319	BSK_LPS_PGE2_down	TCA2TCC	NA
C123319	BSK_LPS_TNFa_down	TCA2TCC	NA
C123319	BSK_LPS_VCAM1_down	TCA2TCC	NA
C123319	BSK_SAg_CD38_down	TCA2TCC	NA
C123319	BSK_SAg_CD40_down	TCA2TCC	NA
C123319	BSK_SAg_CD69_down	TCA2TCC	NA
C123319	BSK_SAg_Eselectin_down	TCA2TCC	NA
C123319	BSK_SAg_IL8_down	TCA2TCC	NA
C123319	BSK_SAg_MIG_down	TCA2TCC	NA
C123319	BSK_SAg_PBMCCytotoxicity_down	TCA2TCC	NA
C123319	BSK_SAg_Proliferation_down	TCA2TCC	NA
C123319	BSK_hDFCGF_CollagenIII_down	TCA2TCC	NA
C123319	BSK_hDFCGF_IL8_down	TCA2TCC	NA
C123319	BSK_hDFCGF_IP10_down	TCA2TCC	NA
C123319	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C123319	BSK_hDFCGF_MIG_down	TCA2TCC	NA
C123319	BSK_hDFCGF_MMP1_down	TCA2TCC	NA
C123319	BSK_hDFCGF_PAI1_down	TCA2TCC	NA
C123319	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C123319	BSK_hDFCGF_SRB_down	TCA2TCC	NA
C123319	BSK_hDFCGF_TIMP1_down	TCA2TCC	NA
C123319	BSK_hDFCGF_VCAM1_down	TCA2TCC	NA
C123319	NVS_GPCR_hNPY1	TCA2TCC	NA
C123319	NVS_GPCR_hOpiate_mu	TCA2TCC	NA
C123319	NVS_NR_hPPARg	TCA2TCC	NA
C123319	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C123319	Tox21_AR_BLA_Antagonist_ratio	TCA2TCC	NA
C123319	Tox21_Aromatase_Inhibition	TCA2TCC	NA
C123319	Tox21_GR_BLA_Antagonist_ratio	TCA2TCC	NA
C123319	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C123319	Tox21_p53_BLA_p1_viability	TCA2TCC	NA
C123319	Tox21_p53_BLA_p2_ratio	TCA2TCC	NA
C123319	Tox21_p53_BLA_p3_ratio	TCA2TCC	NA
C123319	Tox21_p53_BLA_p3_viability	TCA2TCC	NA
C123319	Tox21_p53_BLA_p4_viability	TCA2TCC	NA
C123319	Tox21_p53_BLA_p5_viability	TCA2TCC	NA
C123331	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C123331	ATG_PXRE_CIS_up	TCA2TCC	NA
C123331	NVS_ENZ_hHDAC3	TCA2TCC	NA
C123331	Tox21_AhR	TCA2TCC	NA
C123343168	ATG_AP_1_CIS_up	TCA2TCC	NA
C123343168	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C123343168	ATG_PPRE_CIS_up	TCA2TCC	NA
C123343168	BSK_3C_HLADR_down	TCA2TCC	NA
C123343168	BSK_CASM3C_MCP1_up	TCA2TCC	NA
C123343168	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C123343168	NVS_GPCR_hTXA2	TCA2TCC	NA
C123353	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C123353	ATG_PPARg_TRANS_up	TCA2TCC	NA
C123353	ATG_PXRE_CIS_up	TCA2TCC	NA
C123353	NVS_ENZ_hMMP7	TCA2TCC	NA
C123353	Tox21_PPARd_BLA_antagonist_ratio	TCA2TCC	NA
C123353	Tox21_VDR_BLA_Agonist_viability	TCA2TCC	NA
C123422	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C123422	APR_HepG2_CellCycleArrest_24h_dn	TCA2TCC	NA
C123422	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C123422	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C123422	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C123422	APR_HepG2_MicrotubuleCSK_24h_up	TCA2TCC	NA
C123422	APR_HepG2_MicrotubuleCSK_72h_up	TCA2TCC	NA
C123422	APR_HepG2_MitoMass_24h_dn	TCA2TCC	NA
C123422	APR_HepG2_MitoticArrest_24h_up	TCA2TCC	NA
C123422	APR_HepG2_MitoticArrest_72h_up	TCA2TCC	NA
C123422	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C123422	APR_HepG2_OxidativeStress_72h_up	TCA2TCC	NA
C123422	APR_HepG2_StressKinase_24h_up	TCA2TCC	NA
C123422	APR_HepG2_p53Act_24h_up	TCA2TCC	NA
C123422	APR_HepG2_p53Act_72h_up	TCA2TCC	NA
C123422	BSK_3C_IL8_up	TCA2TCC	NA
C123513	BSK_3C_TissueFactor_down	TCA2TCC	NA
C123513	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C123513	NVS_MP_hPBR	TCA2TCC	NA
C123513	NVS_TR_hDAT	TCA2TCC	NA
C123773	OT_ERa_EREGFP_0120	TCA2TCC	NA
C123773	Tox21_MitochondrialToxicity_ratio	TCA2TCC	NA
C123922	NVS_ADME_hCYP2C19_Activator	TCA2TCC	NA
C123922	NVS_ADME_hCYP2C9	TCA2TCC	NA
C123922	NVS_ENZ_rMAOAP_Activator	TCA2TCC	NA
C123966	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C123966	NVS_NR_hER	TCA2TCC	NA
C124049	NVS_ENZ_hCASP10	TCA2TCC	NA
C124072	APR_HepG2_MitoMembPot_24h_dn	TCA2TCC	NA
C124072	NVS_ADME_hCYP4F12	TCA2TCC	NA
C124072	NVS_ENZ_hPTPN13_Activator	TCA2TCC	NA
C124072	NVS_ENZ_hSIRT1	TCA2TCC	NA
C124072	NVS_GPCR_hM4	TCA2TCC	NA
C124072	NVS_LGIC_hNNR_NBungSens	TCA2TCC	NA
C124072	NVS_NR_hPPARa	TCA2TCC	NA
C124072	NVS_NR_hPXR	TCA2TCC	NA
C124072	OT_ER_ERaERb_0480	TCA2TCC	NA
C124072	OT_ER_ERaERb_1440	TCA2TCC	NA
C124072	OT_ER_ERbERb_0480	TCA2TCC	NA
C124072	OT_ER_ERbERb_1440	TCA2TCC	NA
C124072	OT_ERa_EREGFP_0480	TCA2TCC	NA
C124130	ATG_DR4_LXR_CIS_up	TCA2TCC	NA
C124130	ATG_HNF6_CIS_up	TCA2TCC	NA
C124130	ATG_NFI_CIS_up	TCA2TCC	NA
C124130	ATG_PPARg_TRANS_up	TCA2TCC	NA
C124130	ATG_PPRE_CIS_up	TCA2TCC	NA
C124130	ATG_STAT3_CIS_up	TCA2TCC	NA
C124130	NVS_GPCR_gLTD4	TCA2TCC	NA
C124185	ATG_GATA_CIS_up	TCA2TCC	NA
C124185	ATG_GLI_CIS_up	TCA2TCC	NA
C124185	ATG_M_19_TRANS_up	TCA2TCC	NA
C124185	ATG_PBREM_CIS_up	TCA2TCC	NA
C124185	ATG_Sox_CIS_up	TCA2TCC	NA
C124185	BSK_3C_Proliferation_up	TCA2TCC	NA
C124185	NVS_ADME_hCYP2B6	TCA2TCC	NA
C124185	NVS_ADME_hCYP2C19	TCA2TCC	NA
C124185	NVS_ADME_hCYP2C9	TCA2TCC	NA
C124185	NVS_ADME_hCYP3A4	TCA2TCC	NA
C124185	NVS_GPCR_h5HT7	TCA2TCC	NA
C124185	NVS_GPCR_hM2	TCA2TCC	NA
C124185	NVS_GPCR_rSST	TCA2TCC	NA
C124185	NVS_GPCR_rV1	TCA2TCC	NA
C124185	NVS_NR_hGR	TCA2TCC	NA
C124185	NVS_NR_hPPARa	TCA2TCC	NA
C124185	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C1241947	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C1241947	ATG_AP_1_CIS_up	TCA2TCC	NA
C1241947	ATG_Ahr_CIS_up	TCA2TCC	NA
C1241947	ATG_BRE_CIS_up	TCA2TCC	NA
C1241947	ATG_CMV_CIS_up	TCA2TCC	NA
C1241947	ATG_EGR_CIS_up	TCA2TCC	NA
C1241947	ATG_ERE_CIS_up	TCA2TCC	NA
C1241947	ATG_ERa_TRANS_up	TCA2TCC	NA
C1241947	ATG_E_Box_CIS_up	TCA2TCC	NA
C1241947	ATG_FXR_TRANS_up	TCA2TCC	NA
C1241947	ATG_FoxA2_CIS_up	TCA2TCC	NA
C1241947	ATG_FoxO_CIS_up	TCA2TCC	NA
C1241947	ATG_GLI_CIS_up	TCA2TCC	NA
C1241947	ATG_HIF1a_CIS_up	TCA2TCC	NA
C1241947	ATG_HNF6_CIS_up	TCA2TCC	NA
C1241947	ATG_HSE_CIS_up	TCA2TCC	NA
C1241947	ATG_MRE_CIS_up	TCA2TCC	NA
C1241947	ATG_Myb_CIS_up	TCA2TCC	NA
C1241947	ATG_Myc_CIS_up	TCA2TCC	NA
C1241947	ATG_NFI_CIS_up	TCA2TCC	NA
C1241947	ATG_NF_kB_CIS_up	TCA2TCC	NA
C1241947	ATG_NRF1_CIS_up	TCA2TCC	NA
C1241947	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C1241947	ATG_NURR1_TRANS_up	TCA2TCC	NA
C1241947	ATG_Oct_MLP_CIS_up	TCA2TCC	NA
C1241947	ATG_PPARg_TRANS_up	TCA2TCC	NA
C1241947	ATG_PPRE_CIS_up	TCA2TCC	NA
C1241947	ATG_PXRE_CIS_up	TCA2TCC	NA
C1241947	ATG_PXR_TRANS_up	TCA2TCC	NA
C1241947	ATG_Pax6_CIS_up	TCA2TCC	NA
C1241947	ATG_SREBP_CIS_up	TCA2TCC	NA
C1241947	ATG_Sox_CIS_up	TCA2TCC	NA
C1241947	ATG_Sp1_CIS_up	TCA2TCC	NA
C1241947	ATG_TAL_CIS_up	TCA2TCC	NA
C1241947	ATG_TA_CIS_up	TCA2TCC	NA
C1241947	ATG_TCF_b_cat_CIS_up	TCA2TCC	NA
C1241947	ATG_VDRE_CIS_up	TCA2TCC	NA
C1241947	ATG_Xbp1_CIS_up	TCA2TCC	NA
C1241947	NVS_MP_hPBR	TCA2TCC	NA
C1241947	NVS_MP_rPBR	TCA2TCC	NA
C1241947	OT_AR_ARSRC1_0960	TCA2TCC	NA
C1241947	OT_ER_ERaERb_0480	TCA2TCC	NA
C1241947	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C1241947	OT_FXR_FXRSRC1_1440	TCA2TCC	NA
C1241947	Tox21_FXR_BLA_antagonist_ratio	TCA2TCC	NA
C1241947	Tox21_PPARd_BLA_Agonist_viability	TCA2TCC	NA
C1241947	Tox21_TR_LUC_GH3_Antagonist	TCA2TCC	NA
C124196	ATG_PPARa_TRANS_up	TCA2TCC	NA
C124196	ATG_PPARg_TRANS_up	TCA2TCC	NA
C124196	ATG_PPRE_CIS_up	TCA2TCC	NA
C124221	ACEA_T47D_80hr_Negative	TCA2TCC	NA
C124221	ACEA_T47D_80hr_Positive	TCA2TCC	NA
C124221	ATG_ERE_CIS_up	TCA2TCC	NA
C124221	ATG_NRF2_ARE_CIS_up	TCA2TCC	NA
C124221	ATG_SREBP_CIS_up	TCA2TCC	NA
C124221	OT_ER_ERaERb_1440	TCA2TCC	NA
C124221	OT_ER_ERbERb_0480	TCA2TCC	NA
C124221	OT_ER_ERbERb_1440	TCA2TCC	NA
C124221	OT_ERa_EREGFP_0480	TCA2TCC	NA
C124221	OT_FXR_FXRSRC1_0480	TCA2TCC	NA
C124221	OT_NURR1_NURR1RXRa_0480	TCA2TCC	NA
C124221	Tox21_ARE_BLA_agonist_ratio	TCA2TCC	NA
C124221	Tox21_ERa_LUC_BG1_Agonist	TCA2TCC	NA
C124221	Tox21_VDR_BLA_Agonist_viability	TCA2TCC	NA
C12427382	APR_HepG2_CellCycleArrest_72h_dn	TCA2TCC	NA
C12427382	APR_HepG2_CellLoss_24h_dn	TCA2TCC	NA
C12427382	APR_HepG2_CellLoss_72h_dn	TCA2TCC	NA
C12427382	APR_HepG2_MicrotubuleCSK_72h_dn	TCA2TCC	NA
C12427382	APR_HepG2_MitoMass_72h_dn	TCA2TCC	NA
C12427382	APR_HepG2_MitoMass_72h_up	TCA2TCC	NA
C12427382	APR_HepG2_OxidativeStress_24h_up	TCA2TCC	NA
C12427382	BSK_3C_HLADR_down	TCA2TCC	NA
C12427382	BSK_3C_Proliferation_down	TCA2TCC	NA
C12427382	BSK_3C_Vis_down	TCA2TCC	NA
C12427382	BSK_4H_Eotaxin3_down	TCA2TCC	NA
C12427382	BSK_4H_Pselectin_down	TCA2TCC	NA
C12427382	BSK_4H_VCAM1_down	TCA2TCC	NA
C12427382	BSK_BE3C_HLADR_down	TCA2TCC	NA
C12427382	BSK_CASM3C_IL6_up	TCA2TCC	NA
C12427382	BSK_CASM3C_IL8_up	TCA2TCC	NA
C12427382	BSK_CASM3C_Proliferation_down	TCA2TCC	NA
C12427382	BSK_CASM3C_Thrombomodulin_up	TCA2TCC	NA
C12427382	BSK_CASM3C_VCAM1_down	TCA2TCC	NA
C12427382	BSK_KF3CT_IP10_down	TCA2TCC	NA
C12427382	BSK_KF3CT_MMP9_down	TCA2TCC	NA
C12427382	BSK_LPS_Eselectin_down	TCA2TCC	NA
C12427382	BSK_LPS_IL1a_down	TCA2TCC	NA
C12427382	BSK_LPS_MCSF_down	TCA2TCC	NA
C12427382	BSK_LPS_TNFa_down	TCA2TCC	NA
C12427382	BSK_LPS_VCAM1_down	TCA2TCC	NA
C12427382	BSK_SAg_CD38_down	TCA2TCC	NA
C12427382	BSK_SAg_Eselectin_down	TCA2TCC	NA
C12427382	BSK_SAg_IL8_down	TCA2TCC	NA
C12427382	BSK_SAg_MCP1_down	TCA2TCC	NA
C12427382	BSK_SAg_PBMCCytotoxicity_down	TCA2TCC	NA
C12427382	BSK_SAg_Proliferation_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_CollagenIII_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_EGFR_up	TCA2TCC	NA
C12427382	BSK_hDFCGF_IP10_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_MCSF_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_MIG_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_MMP1_up	TCA2TCC	NA
C12427382	BSK_hDFCGF_PAI1_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_Proliferation_down	TCA2TCC	NA
C12427382	BSK_hDFCGF_VCAM1_down	TCA2TCC	NA
C12427382	NVS_ADME_hCYP19A1	TCA2TCC	NA
C12427382	NVS_ADME_hCYP1A2	TCA2TCC	NA
C12427382	NVS_ADME_hCYP2C18	TCA2TCC	NA
C12427382	NVS_ADME_hCYP2C19	TCA2TCC	NA
C12427382	NVS_ADME_hCYP2C9	TCA2TCC	NA
C12427382	NVS_ADME_rCYP2C13	TCA2TCC	NA
C12427382	NVS_ADME_rCYP2E1	TCA2TCC	NA
C12427382	NVS_ADME_rCYP3A1	TCA2TCC	NA
C12427382	NVS_ENZ_hACP1	TCA2TCC	NA
C12427382	NVS_ENZ_hAKT1	TCA2TCC	NA
C12427382	NVS_ENZ_hAKT2	TCA2TCC	NA
C12427382	NVS_ENZ_hAKT3	TCA2TCC	NA
C12427382	NVS_ENZ_hAMPKa1	TCA2TCC	NA
C12427382	NVS_ENZ_hAbl_Activator	TCA2TCC	NA
C12427382	NVS_ENZ_hAurA	TCA2TCC	NA
C12427382	NVS_ENZ_hBACE	TCA2TCC	NA
C12427382	NVS_ENZ_hBTK_Activator	TCA2TCC	NA
C12427382	NVS_ENZ_hCASP5	TCA2TCC	NA
C12427382	NVS_ENZ_hCDK2	TCA2TCC	NA
C12427382	NVS_ENZ_hCDK6	TCA2TCC	NA
C12427382	NVS_ENZ_hCK1D	TCA2TCC	NA
C12427382	NVS_ENZ_hCK1a	TCA2TCC	NA
C12427382	NVS_ENZ_hCK2a2b2	TCA2TCC	NA
C12427382	NVS_ENZ_hCSF1R	TCA2TCC	NA
C12427382	NVS_ENZ_hDUSP3	TCA2TCC	NA
C12427382	NVS_ENZ_hDYRK1a	TCA2TCC	NA
